index,linkPoster,name,role,time,content,content_img,linkPost,status
106,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 15:15,"Lên đại học rồi….có vài bạn vẫn cái kiểu siêng ăn nhát làm nhỉ, chung nhóm, giảng viên nói là làm bài thuyết trình mà chỉ có một mình bạn mình làm hết, không tìm nội dung, trưởng nhóm thì chẳng phân công, thi thố kiểm tra tới nơi rồi mà cứ cái kiểu nhát rồi không biết làm này làm nọ.",No picture,https://www.facebook.com/groups/ued.confessions/posts/l%C3%AAn-%C4%91%E1%BA%A1i-h%E1%BB%8Dc-r%E1%BB%93ic%C3%B3-v%C3%A0i-b%E1%BA%A1n-v%E1%BA%ABn-c%C3%A1i-ki%E1%BB%83u-si%C3%AAng-%C4%83n-nh%C3%A1t-l%C3%A0m-nh%E1%BB%89-chung-nh%C3%B3m-gi%E1%BA%A3ng-vi/2048557798993212/?__cft__[0]=AZVoZJjpdm8WerE7I-ifmbCt04Olk27gBIpyauOipkusuNNFje466WVVe8f6My4kz1R5XUEV8nU4t8j55KFPSzNgYXj4m5uRbhH72pAFTQq_o4Q6ZlZchfkjKUIPQ91ofzZg_LqsaVz2V4KBAZZfao9sF0LL8laygU3CMZWr8oCq_hUHdlrYU97JVUj9JgUziHE3JoJkFuqeQ9rSsjNEjcs7sjn8_jNA1EIoPRn_dg-h-w&__tn__=%2CO%2CP-R,Success
107,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 12:01,"AC nào trong cfs khoa GDTH cho em xin chút thời gian để hỏi này với được k ạ
Em cảm ơn rất nhiều ạ ",No picture,https://www.facebook.com/groups/ued.confessions/posts/ac-n%C3%A0o-trong-cfs-khoa-gdth-cho-em-xin-ch%C3%BAt-th%E1%BB%9Di-gian-%C4%91%E1%BB%83-h%E1%BB%8Fi-n%C3%A0y-v%E1%BB%9Bi-%C4%91%C6%B0%E1%BB%A3c-k-%E1%BA%A1em-c/2048443775671281/?__cft__[0]=AZXL2qb9zzZVD0unulzkPHrlkEfPOEMAUKwcSStlOhUjpzylF_TTwf6IbdUc4HEA0n-cwNzSrwTgEo0QVyUrKyYD9efHuSFInhnZIyuO3GFrrHvCswZp13m4bqHQgC1Jat1EKMeilNg7FW5VFIl5wat_p5BReJu8mTEb7IT9twB0GMKwxgCcKAd4Aiis4bmUJ7H_YmcuQotJd3S0zewU9VGncFCR_fJ-itF_berT37jxlw&__tn__=%2CO%2CP-R,Success
108,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 13:21,"Cho em hỏi mn có gặp tình trạng này k ạ?
-  Chuyện là trong nhóm lm bài nhóm của em có 1 bạn rất chi là đẹp trai , NHƯNG CHỈ ĐƯỢC CÁI MÃ ĐẸP TRAI MÀ THÔI ( nói thẳng ra là phế) , mỗi lần lm bài nhóm thì chối việc, lm bài cho có  rất sơ xài và đặc biệt là lm Silde bài nhóm gắn hình rất là trẩu ...
Tưởng lm đc việc lắm ai mà ngờ, chỉ đc cái mã mà thôi.Lm nhóm mà cứ ngỡ là mik đang lm việc cá nhân k . Gặp bn chỉ đc cái mã đẹp trai này còn gặp nhóm trưởng hay bị tự ái nửa , k bt điểm của em sẽ ra sao đây. Đúng chất nhóm đã tàn còn thêm những con người này ( kết hợp thành tàn phế luôn mn ạ )
K bt có cách nào xử lí k ạ chứ em ngán ngẫm quá mn ơi. Ai có cách trị cho em xin với ạ ",No picture,https://www.facebook.com/groups/ued.confessions/posts/cho-em-h%E1%BB%8Fi-mn-c%C3%B3-g%E1%BA%B7p-t%C3%ACnh-tr%E1%BA%A1ng-n%C3%A0y-k-%E1%BA%A1-chuy%E1%BB%87n-l%C3%A0-trong-nh%C3%B3m-lm-b%C3%A0i-nh%C3%B3m-c%E1%BB%A7a-em-/2048493755666283/?__cft__[0]=AZVz6joTMo1fH5l9lK41rEWkLTwNHXGh3RvXlx7saI43d10Xn-ohBsP38TU7i7Oa3SDc7_k8kr24kmhjZ07uOBbgbLK48SvH6aS_7LiZ0x8D8n8wz3hH2r4Ssvex-Ih2Aaq3JoLw7gnMaoCGcoYyNUdpGsAi6wrOc-Utd1CL_yGaa2l3W7Gu14J_-cWToEewffEuEIyh78d-5FBXiRjzksX3ZhEQQ4yHCLfT7HbzsUltzg&__tn__=%2CO%2CP-R,Success
109,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 13:02,Cho em hỏi đề gki sinh lí trẻ của cô Thùy Trâm là kiểu trắc nghiệm hay tự luận vậy ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/cho-em-h%E1%BB%8Fi-%C4%91%E1%BB%81-gki-sinh-l%C3%AD-tr%E1%BA%BB-c%E1%BB%A7a-c%C3%B4-th%C3%B9y-tr%C3%A2m-l%C3%A0-ki%E1%BB%83u-tr%E1%BA%AFc-nghi%E1%BB%87m-hay-t%E1%BB%B1-lu%E1%BA%ADn-v/2048480759000916/?__cft__[0]=AZXgS63UweLD1hKXVikYsO3_aFVXaYEx4s-iqeQEc0QapJSMt09gabeEelxKl0V_JJriCHNibfgnnkrrjTn3U0a9zOUu_qpVs4-R1pTVHXAQcgkkxMVhAIYGTKy1_GOS_Ed6kkwfmtq-sfWTqxJaYPslY-5ACkrXb_339bJ6ejqIr68vOHde0fKQkNgSCzhfA6UI3fChSN21OmbDw3R7xacFnbnsguXcMAMzca3fS7WEPQ&__tn__=%2CO%2CP-R,Success
110,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 09:35,"Bạn nào quên chứng chỉ tin học tại phòng A6-302
Liên hệ cô phòng nước: 0907718057","{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465790303_1072532034111039_5453855089110114143_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=twZufSWgYhoQ7kNvgEnV9xB&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AozuUTE6KSxtdq35GltsYci&oh=00_AYCisUlPR1ra3iNC7DypfLaPq_nG1ir_3fXjHYlJakTcnw&oe=673A420D', 1: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465913225_1072532054111037_2575064872834854430_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=J5lW0jWtRFIQ7kNvgFWiSQa&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AozuUTE6KSxtdq35GltsYci&oh=00_AYBpt-WXjRg4ekWadLnaW9x23REZXNY-qRn-MH-kmZpZcA&oe=673A32A2'}",https://www.facebook.com/groups/ued.confessions/posts/b%E1%BA%A1n-n%C3%A0o-qu%C3%AAn-ch%E1%BB%A9ng-ch%E1%BB%89-tin-h%E1%BB%8Dc-t%E1%BA%A1i-ph%C3%B2ng-a6-302li%C3%AAn-h%E1%BB%87-c%C3%B4-ph%C3%B2ng-n%C6%B0%E1%BB%9Bc-0907718057/2048374035678255/?__cft__[0]=AZX-Wjs2ZPMahFi0q6dzgpLnXQsHOkyg9loqZy_7srGw8a_V-KrYhTIBMFsnH3P8q-3egouEKVEDP5ReirpHVA_HsCWcRUPmR6mRVu-FMvJtmGCSDAQiA-ArLB92Ea_aIwZ-1IMGXOtpoRG_TOXG3OSuY1X616vVZYgTwtB9M8Ac1wNoE-G-k0k4Sn2k_H-XVw-vYZXny-AzARQWSLND3P13LIFi3kIwlkGGn1s_3yJAbA&__tn__=%2CO%2CP-R,Success
111,No link,Người tham gia ẩn danh,Thành viên,5 tháng 11 lúc 07:28,"Sáng nay mình làm rơi thẻ xe, ai nhặt được cho mình xin lại với ạ.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2048316595683999/?__cft__[0]=AZWyXwhVSEVsfH5aLYkBx34N3dX4vPMJxm7cez6gX3NfFgWB87JVw6ROB3-3fBvQvFphgLdjHyZhJcZwfMS2J8aD_bDIx3YrmPNKM0W2KuykZKuCGAS7FkJSP0SVyK97CFstKaN9Y7JZ1i4rUggGs4s_5r7ZXDOMum6-9ysLFyXu0Q71HYcXflOqbDRIlLX3ZdOLVT5y7lLmpnB5qExIlmeLHMQzdsy9C0jGlArCBRPBLw&__tn__=%2CO%2CP-R,Success
112,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 10:56,cho em hỏi triết học mác-lê nin nên học thầy cô nào đây ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/cho-em-h%E1%BB%8Fi-tri%E1%BA%BFt-h%E1%BB%8Dc-m%C3%A1c-l%C3%AA-nin-n%C3%AAn-h%E1%BB%8Dc-th%E1%BA%A7y-c%C3%B4-n%C3%A0o-%C4%91%C3%A2y-%E1%BA%A1/2047688899080102/?__cft__[0]=AZUsxlnen19l1CXrgieP2Mrz8hDrEGNPMgHdy7WT9am0NrpbgGnW4QwiSElYjo5lhC4e5B7X4eWkPNJ_gJYr6Y6t57AJDN2XUFDfkq2Ved0uV-9NfC3EVEiqXWMzBX9WG3XYj3xrm4sjDVs3B_hTijAic7uLUOCQclmZH1VDiY-7KQzcNnCVOIPBNM-HFmB-k71M-jqdFJTcv-nsWupo-D9-Saw8OCN-r05VY3VH13a2-Q&__tn__=%2CO%2CP-R,Success
113,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 15:52,Mn ơi làm sao để đuổi chuột ra khỏi phòng ạ.,No picture,https://www.facebook.com/groups/ued.confessions/posts/mn-%C6%A1i-l%C3%A0m-sao-%C4%91%E1%BB%83-%C4%91u%E1%BB%95i-chu%E1%BB%99t-ra-kh%E1%BB%8Fi-ph%C3%B2ng-%E1%BA%A1/2047846772397648/?__cft__[0]=AZXBeZolby-bQz_KV07HXgp9ioU_M97ZAuQEQAGDswzPvrKSa3GLS4pC3RIze4pPrdXGpbzB8IBsNiuj2_9G-lDv21uduC4AHP1u_sfTBjHX1SkYKPw8_mdrgkcO3N3kbAQ4jGbGTBlZtT0KcDMrojqDY9SEAVQaJnIcOJ70ju2o1QThsske30n50OHAngS5r_IxcQ77t593URKGH2Qk_HVzkc2aBzZQjMdA1yDyZFAeBw&__tn__=%2CO%2CP-R,Success
114,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 23:25,ac cho em tham khảo bài luận viết như nào được không ạa,No picture,https://www.facebook.com/groups/ued.confessions/posts/ac-cho-em-tham-kh%E1%BA%A3o-b%C3%A0i-lu%E1%BA%ADn-vi%E1%BA%BFt-nh%C6%B0-n%C3%A0o-%C4%91%C6%B0%E1%BB%A3c-kh%C3%B4ng-%E1%BA%A1a/2048099492372376/?__cft__[0]=AZUKc71ZGHJhyHVOcgz8RxGzE-f8mcLLamKHb8iksgxp4qSGF7MlI6E2Q3wPb8KKq4NISeczOqUgTGV_TM3C7exOeDNYFTT7LIc_B86GRGdLPF5JJH86un_sfZipkke-z9m5XbKyBFDhOl-z2WK7uygFVRzU-nSDXIMPcSfCJH_LQBa8JuWc-w38DsTTay6QrxDxl46yGCTeepowc4vyE4xxNMa96wjllY7jnrRrOzuoaw&__tn__=%2CO%2CP-R,Success
115,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 15:39,"Em có mập mờ với một bạn cũng hơn 3 tháng rồi. Cả hai cứ 1-2 ngày là sẽ gặp nhau đi ăn, đi chơi, nắm tay, nắm chân, ôm sau xe các kiểu luôn rồi. Thế nhưng đến bây giờ em vẫn chưa nhận được một lời tỏ tình nào từ phía đối phương. Nhưng mà khi đi chơi với em có bạn bè nhắn đến rủ bạn ấy đi chơi thì bạn ấy lại trả lời là đang đi chơi với bồ rồi. Cũng nhắn tin ngày đêm, đưa rước em đi học đi làm, mua quà tặng em các kiểu nhưng vẫn chưa tỏ tỉnh, lúc đầu em nghĩ bạn tưởng là cả hai đã trong 1 mqh với nhau rồi nên có nhờ bạn của cả em và bạn đó hỏi thì bạn ấy bảo chưa có quen. Rốt cuộc là bạn đó muốn gì, em cũng không biết phải làm sao. Nếu không có được 1 danh phận rõ ràng thì em có nên thoát ra khỏi mqh này không mn?",No picture,https://www.facebook.com/groups/ued.confessions/posts/2047840905731568/?__cft__[0]=AZXwp3bKO8uRe7B_loCGj5tNmBDVwgBzLmi7770Kbi6ikeZ1-YfUaBpNcIpD3QWvChWolBiqeqA7_wJRVzY4_omUAnk8DMrptntqm5dWba5cX1jcQqp2aH7ma_Uhgh1SLVkfX713QExRkXwAx4QcrDLrNUz2Eq3Sn1F1nGSKuI3ctVHK0wL8Q2zjW2LYEJRDFwLZ_oi7jpkLgxRUe4prfQXECpEYvIrpmg5yrwAEL_eaeg&__tn__=%2CO%2CP-R,Success
116,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 15:51,Muốn làm quen với máy chị trong trường mà khó quá dạy,No picture,https://www.facebook.com/groups/ued.confessions/posts/mu%E1%BB%91n-l%C3%A0m-quen-v%E1%BB%9Bi-m%C3%A1y-ch%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng-m%C3%A0-kh%C3%B3-qu%C3%A1-d%E1%BA%A1y/2047846695730989/?__cft__[0]=AZX5Yvw7-qTJlrnZ7Dwz21b-800rviiAV449phD51cgDG8D2V5JJKNu4wCg9BHvVWA6KJpIvI30-plRXtx7fd4hQDiV1wOJHfTNYhFtEZVuUJQ5l8f3APCeXcOk9WObENumdtFp5qfeOhjbmYvBdphLVKjb7Ac12bpb5RUkOLKHVoFao_VAWOinFWRO6FhpN_KxIqgNgdPhvJKiX7AZ7aKzGK0vWiH043zHjfTNKwzvhQQ&__tn__=%2CO%2CP-R,Success
117,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 09:09,"ting ting đi trường ơi em sắp đói tới chết ròi 
Đang cố gồng gánh khoảng tiền nhà và tiền điện của lũ bạn chung phòng sài.
Mọi người có cách nào k ạ chứ tháng cứ 200k 300k tiền điện muốn dọn đi mà mất tiền cọc 
SOS ",No picture,https://www.facebook.com/groups/ued.confessions/posts/ting-ting-%C4%91i-tr%C6%B0%E1%BB%9Dng-%C6%A1i-em-s%E1%BA%AFp-%C4%91%C3%B3i-t%E1%BB%9Bi-ch%E1%BA%BFt-r%C3%B2i-%C4%91ang-c%E1%BB%91-g%E1%BB%93ng-g%C3%A1nh-kho%E1%BA%A3ng-ti%E1%BB%81n-nh%C3%A0/2047640629084929/?__cft__[0]=AZU2pIDG_Ta03sDMns0gDbq9CN1bHI-UF5SJTeo3CwMsSfs__b1irtgCm0svYJ3zzyN1-XgTu_tnnrVn4xxm4mbU85zZTkPp0HnSdHCr3dk-zdP0ym55ZyVwWuxUC583P6ee9Y0YYdeXVsG35QSXg68Il5q1jdMOmATZskcQAvNR848hQN49BYigqSyK1OxZh01X_1Cz_z9na9UJaxHA7RBfMLtPjpvTP_7YFnQhtqoeeg&__tn__=%2CO%2CP-R,Success
118,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 17:31,Có bạn nào đó để quên dù ở toà b3… phòng nào thì bạn vô trả lời bình luận rồi tui liên hệ cho bạn nha,"{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465839627_498279106540125_7630920454160205952_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=NH0GTKvEytwQ7kNvgHmwRFj&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AvFPkQ5VpSPl__LLck0Eyrj&oh=00_AYALJij-M8Y7u-ZVukwvCxcCLJTsJ8b-90DN8-I-yYAkQg&oe=673A3E61', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t6f/1/16/1f337.png'}",https://www.facebook.com/groups/ued.confessions/posts/c%C3%B3-b%E1%BA%A1n-n%C3%A0o-%C4%91%C3%B3-%C4%91%E1%BB%83-qu%C3%AAn-d%C3%B9-%E1%BB%9F-to%C3%A0-b3-ph%C3%B2ng-n%C3%A0o-th%C3%AC-b%E1%BA%A1n-v%C3%B4-tr%E1%BA%A3-l%E1%BB%9Di-b%C3%ACnh-lu%E1%BA%ADn-r%E1%BB%93i-tui/2047899435725715/?__cft__[0]=AZU9XGzmL-0yBYqpQAOYYpfsqhjcLWHSKGDlrdcbMKcIRoPOH7pMNNnBrWrS8PgMkoOPZ0CSwti2oDQZksYIpvA3tBsdXed2TyAzqw4QFhM0koYDtXm-dGWAsdkNGiPaEySGc7QctdB17gbLIhJ-SbRZAXQdbd2IEgxcoqnkL3QHLQ8Rm1eA9RISN0P1QD8ZQVvBlwH804WKdtqTcYoSpffW1k3WkT0ByuSOslNWHYh_QA&__tn__=%2CO%2CP-R,Success
119,No link,Người tham gia ẩn danh,Thành viên,31 tháng 10 lúc 12:46,"Cần kiếm cô ng yêu sv Sư Phạm để lo … bài cmt hoặc thả 
 anh sẽ nhắn.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2044695052712820/?__cft__[0]=AZWqam6pAq3ewNgWkUawAPmFZR_Juc1x64TlPlXNWPl2orVgIHHqIkdF741Yo3Lzz3nmqYXX9ZEjzrkjpTQS9DGacU5qy6Np9AZrwHLBBn-dqbEdAE3uXTz014PDE7l_DeeyNFyPerxGXOI62ocSszY2yO78gKHKshrfX5_TVQ2_Ud8as9iwXNpyVRKAnETm8F7qvc4xQCTyB8EB0pzqrZJ5fk2wBxFb2Zcn98hvSJN1_g&__tn__=%2CO%2CP-R,Success
120,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 16:24,"Bạn Việt Dũng lớp 23SLD2 có ny chưa, cho mình làm quen với ạ",No picture,https://www.facebook.com/groups/ued.confessions/posts/b%E1%BA%A1n-vi%E1%BB%87t-d%C5%A9ng-l%E1%BB%9Bp-23sld2-c%C3%B3-ny-ch%C6%B0a-cho-m%C3%ACnh-l%C3%A0m-quen-v%E1%BB%9Bi-%E1%BA%A1-/2047863269062665/?__cft__[0]=AZUuuUB_BeDzXdrCo-rWClknUskUNfYowIoDXbI1__C18GCGfG-ZVwqNcONEq5xTjKcnguOB75Vch2Jqa6V5IgYF6srBE1no1FYvWU-ANWOae2ZEd1EqCf_yEDZ25TRQMlDHgjlXryrGSn3wyuqxy3rlDkG5e36TU5PoMA8tBm67DDTs7dGcQ0k_l6A3JFLRSEzPXc_h3gyWLGt__fNxy_IDbX7YnSe2rfeXBmveK5BicQ&__tn__=%2CO%2CP-R,Success
121,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 16:03,"Lúc 15h50 hôm nay . Vô tình nhìn thấy 1 bạn nữ cao khoang 1m50 mang quần dài màu trắng , áo thun màu kem, đi ở giữa cùng 2 bạn nữ khác trước cổng trường, bạn ơi nụ cười của bạn làm mình mộng mơ mất rồi. Hy vọng rằng bạn sẽ comment hoặc thả tim vào đây để mình có thể vào trang cá nhân nhìn bạn mỗi ngày nhé
.",No picture,https://www.facebook.com/groups/ued.confessions/posts/l%C3%BAc-15h50-h%C3%B4m-nay-v%C3%B4-t%C3%ACnh-nh%C3%ACn-th%E1%BA%A5y-1-b%E1%BA%A1n-n%E1%BB%AF-cao-khoang-1m50-mang-qu%E1%BA%A7n-d%C3%A0i-m%C3%A0u-t/2047852619063730/?__cft__[0]=AZXU5FI5NNCH8YSIxSyYcdkwirTdghZ-rC18hrJsu0-OJ5VPASyrgt3z9kEAgy-0jFNc8KVEGn7udKIPfiM7g81MMkzXIlrWGh53RnbumeNDVxsJmgjVk8DuDMxxt2xdPVMzwupGHiGIB30oKjVARVNF3NesXXeqLiVShJaEzH9pPYqyB4FnJHtoYXmJBMfjWE15GNGEfkzdjLuAlDfygFEEvXzMYqqD6y0BAWROC1LABw&__tn__=%2CO%2CP-R,Success
122,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 15:39,cho em xin chỗ bán bánh tráng trộn ngon ở trường mình ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/cho-em-xin-ch%E1%BB%97-b%C3%A1n-b%C3%A1nh-tr%C3%A1ng-tr%E1%BB%99n-ngon-%E1%BB%9F-tr%C6%B0%E1%BB%9Dng-m%C3%ACnh-%E1%BA%A1/2047841019064890/?__cft__[0]=AZU-J_JpTq-XBBXvyEWo6FjbLmB9spOUPB8v5zSeova3nbwzKMowH5hCaSp92W51SEppAIQE6dtPdpbq4zGHwtNEQx_-i6CB5ek03Gsq1zm_7fe5Da8mjXXgx8WYuVa1afFI2aJhs_4l5HPneOX4Of-3GVqut5irwlxFvKEtEuBag7EL4Pz5J5gdlySTQGoiR-7iL6GnwHfxQ7xnCbUKtLVl4xZCqe-T6Ncl-z7R9NRVQg&__tn__=%2CO%2CP-R,Success
123,No link,Người tham gia ẩn danh,Thành viên,4 tháng 11 lúc 10:56,Tin học đại cương nên học aii đâyy các anh chị ơiiii,No picture,https://www.facebook.com/groups/ued.confessions/posts/tin-h%E1%BB%8Dc-%C4%91%E1%BA%A1i-c%C6%B0%C6%A1ng-n%C3%AAn-h%E1%BB%8Dc-aii-%C4%91%C3%A2yy-c%C3%A1c-anh-ch%E1%BB%8B-%C6%A1iiii/2047689092413416/?__cft__[0]=AZVsK8SASvWA6ZYUwBhCos5U1OHFlTutq3fiBtJRgjbjqatAk5xFrQ3K2fCzyYs6L5mGTXXMwEaT7vfLa7Hh5pLdiUMu0sW0nBZIgzi9DJdAwu6CrIxvrJd50jS2RI2ZpX8f8szwZ2IM-Fl05wW5J5zhpdUkpC3_LzNmi8psVxl4id_UC6CZhHFxd1-cayCxHThiIt5lgNOK03-0zC2AR2FVRopM3-wyfZuvBOB6KaQM0Q&__tn__=%2CO%2CP-R,Success
124,No link,Người tham gia ẩn danh,Thành viên,31 tháng 10 lúc 16:05,Vừa cãi nhau xong thì mình bận đi học nhóm một tý mà ổng làm gì ghê dữ dậy :))) Trai UED có khác cute ghê,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465176502_585468084006141_188381382981443539_n.png?stp=dst-png_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=mVxkeK0ERqUQ7kNvgFegGvK&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=ASGqI505ktVIyhMLQTCR57a&oh=00_AYBxjc2U5y-xCilwKK0TR9PgrjI41RwXCRWkRVfsJkDZlw&oe=673A3F86'},https://www.facebook.com/groups/ued.confessions/posts/2044799356035723/?__cft__[0]=AZVV1y13cvRq459-J0A-NN6GDrt6B1lovXUJ4BcxqqCquZkrwnXelnyr4xNyg7Mue7m3AGYQVmcG4MTibV0cS9U-CzCKm7SrqoNYqBqvGJSpZWcsu3BoaaddRimStK8Ufw6Jj3K-yH7R_i3vykyIN6URseUlvtIyv3u4bGqnwCKRFrjkldrd9VekfklTI5pWR3euE1vh3c_CtwqVQa55IXAb16MEuQuhJTtL7rrLEENupg&__tn__=%2CO%2CP-R,Success
125,No link,Người tham gia ẩn danh,Thành viên,3 tháng 11 lúc 23:19,Môn đăng hộ đối trong tình yêu là gì,No picture,https://www.facebook.com/groups/ued.confessions/posts/m%C3%B4n-%C4%91%C4%83ng-h%E1%BB%99-%C4%91%E1%BB%91i-trong-t%C3%ACnh-y%C3%AAu-l%C3%A0-g%C3%AC/2047367802445545/?__cft__[0]=AZWbG3MRy1yVU8XC18Vo7vIXvHuW-Sino-eqcZeSr80_ybuMtfcRieyTOkeuxvIBWSFh7gS2UrzUWGfZt8ZYYX_PGslv1kn_cv30GrIg83nY71lk8b5AVS2YtiO8ceMZiMAYH94QP3Wu4nXINB_vS8BrETBIRWFbWsEbpeT02i7LkwRia9UzuVCjY0LyS9TApNaAD9vZ0WoXjcPbqdCVjphvqIv37XIyZTMi68-kvrUBew&__tn__=%2CO%2CP-R,Success
126,No link,Người tham gia ẩn danh,Thành viên,1 tháng 11 lúc 23:44,"dạ cho mình hỏi là mình đk blx ở trường mình - đại học ngoại ngữ, nhưng mình đi tập xe ở đại học sư phạm được không ạ ( tại nhà mình gần đây ) . Mong anh chị, các bạn giải đáp giúp mình với ạ",{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465556021_857454469837960_4383921519717385709_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=jE_SaZY_Cg0Q7kNvgEO0yhZ&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AtbOI_AXzz8Vgzx-_cFziIN&oh=00_AYD-N1bRJN66HwhrrB3rlhSyAqUceedFRdinLsXR4VPjPA&oe=673A2508'},https://www.facebook.com/groups/ued.confessions/posts/d%E1%BA%A1-cho-m%C3%ACnh-h%E1%BB%8Fi-l%C3%A0-m%C3%ACnh-%C4%91k-blx-%E1%BB%9F-tr%C6%B0%E1%BB%9Dng-m%C3%ACnh-%C4%91%E1%BA%A1i-h%E1%BB%8Dc-ngo%E1%BA%A1i-ng%E1%BB%AF-nh%C6%B0ng-m%C3%ACnh-%C4%91i-t%E1%BA%ADp/2045874495928209/?__cft__[0]=AZXABjDTYt75fUIIUd1AHazvvehO8CfoPBOCOMVAP2nAZmj0rpJY5Njvy9fReB7IBq8jUYPBCtUfvpkUOpL2WngstABMcLENi6tBp1zemPxB2KUCLOifrf9yRLTFEo3RY9AC_xoz8Io7OxDUIQCh0VLHXOc0VO_bxmvhsVTzjJgKlxx8axXnx06319-tUoHBJzSFvT7hFrAQoAUbifd6jKEqQbR4-nwp_Q22NOoTC4tsBQ&__tn__=%2CO%2CP-R,Success
127,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 09:27,"Dạ chuyện là sao một số bạn nữ trường mình thích khoác tay ng lạ dữ luôn Á ( bồ mình đang đi bth, thì từ đâu bạn nữ lại khoác tay Bồ mình như ruồi, rồi bạn bỏ tay ra chạy lại đám bạn của bạn cười nói gì đó vui vẻ. Bồ mình thì khó chịu vô cùng) rồi làm vậy chi hả bạn nữ đó ơi",No picture,https://www.facebook.com/groups/ued.confessions/posts/2046150722567253/?__cft__[0]=AZUAPJumQC0VXHRw6d3ibRaku2HjA32JqhcIKQy3JpG9ZzuDggsRO4efskx24A-ee0zePZvbWVzHIafovg7T3lAjHZXTcNh9blF-f5TEh8cqX6eBb1caJKSorv4hEwlcYPgJ2U6rtPSt_D1h1nv8c-yhR5LUh4Nr52JgkpHWkRWfDCrWk4PjSsxBmDMXMhCAauO6T2Jwy1ySFRoa2jK7ZxdkP1sscUnZZx1PLF4iG4g-rw&__tn__=%2CO%2CP-R,Success
128,No link,Người tham gia ẩn danh,Thành viên,2 tháng 11 lúc 21:15,những môn này học ai ok ạ,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/465245166_590682533394976_9079019577588303362_n.png?stp=dst-png_p180x540&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=vIRW6vaJpZ0Q7kNvgHL9pqX&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AESmQbgMTTZB1FGiVj2DIym&oh=00_AYDJ9GpuSx3bjLUvYQuFC-mvLQLh7WY6xPf1AW14v743Rw&oe=673A1748'},https://www.facebook.com/groups/ued.confessions/posts/2046543312527994/?__cft__[0]=AZXfVjwf8VPexpAoE-dlkjnsAPknt74ad-EsXAhq57U_7ypaUjED_yxwYZDmE-yGGBsZhAaY7NWPWjWv1-6TgxlVqcOCAze4pFvmbr-5mEGp5BCtHZJcdmpymvs9CAcpzk0qwNZ5Ub8me6cy6QSaHwZYSmALCnMDdsz5IUYwrmuFxWACWVQ1cjMxVade_M_czYDE9jLbmzBKcEEqmyjd_zXoB9qklbVd1VBdUnIKFVEtZA&__tn__=%2CO%2CP-R,Success
